judet,localitate,url,dns_ok,http_status,final_url,https_ok,is_primarie,cms,rss_url,rss_ok,last_signal_date,copyright_year,error
ARAD,GHIOROC,https://www.primariaghioroc.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariaghioroc.ro'. (_ssl.c:1016)"
ARAD,CRAIVA,https://primariacraiva.ro/wp/contact,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
ARAD,PETRIS,https://www.comunapetris.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunapetris.ro'. (_ssl.c:1016)"
ARAD,PAULIS,https://www.paulis.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.paulis.ro'. (_ssl.c:1016)"
ARAD,SILINDIA,https://www.comunasilindia.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunasilindia.ro'. (_ssl.c:1016)"
ARAD,TARNOVA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
ARGES,ANINOASA,https://comuna-aninoasa.ro,no,,,no,unclear,unknown,,no,,,dns_failed
ALBA,OHABA,https://www.primariaohaba.ro,yes,,,no,unclear,unknown,,no,,,timed out
ARGES,BOGATI,https://comunabogati.ro,no,,,no,unclear,unknown,,no,,,dns_failed
ARGES,BOTESTI,http://www.comunabotestiarges.ro/home,no,,,no,unclear,unknown,,no,,,dns_failed
ARGES,CALINESTI,http://www.primariacalinesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
ARGES,CATEASCA,http://primariacateasca.ro,no,,,no,unclear,unknown,,no,,,dns_failed
ARGES,BUZOESTI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
ARGES,CIOMAGESTI,http://primaria-ciomagesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
ARGES,BRADU,http://www.comunabradu.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
ARGES,MUNICIPIUL CURTEA DE ARGES,http://www.primariacurteadearges.ro/portal/arges/cda/portalcda.nsf,yes,,,no,unclear,unknown,,no,,,[WinError 10054] An existing connection was forcibly closed by the remote host
ARGES,MORARESTI,http://primariamoraresti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
ARAD,HASMAS,https://comunahasmas.ro,yes,,,no,unclear,unknown,,no,,,timed out
ARGES,BASCOV,http://www.primariabascov.ro/portal/arges/bascov/beta/portal.nsf/Index/$First?OpenDocument,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
ARGES,MUSATESTI,https://primariamusatesti.ro/ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Page not found: /ro
ARGES,UNGHENI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
BACAU,BERESTI-TAZLAU,http://www.comunaberestitazlau.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BACAU,ASAU,https://comunaasau.ro/ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Page not found: /ro
BACAU,DAMIENESTI,https://www.primariadamienesti.judetbacau.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
BACAU,HORGESTI,http://www.comunahorgesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BACAU,ITESTI,http://www.primariaitestibacau.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BACAU,NEGRI,http://www.comunanegri.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BACAU,GHIMES-FAGET,http://www.comunaghimes-faget.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunaghimes-faget.ro'. (_ssl.c:1016)"
BACAU,PODU TURCULUI,https://comunapoduturcului.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BACAU,ROSIORI,http://www.comunarosiori.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunarosiori.ro'. (_ssl.c:1016)"
BACAU,STANISESTI,https://primariastanisesti.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'primariastanisesti.ro'. (_ssl.c:1016)"
BIHOR,ABRAMUT,http://comuna-abramut.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,BATAR,https://www.primariabatar.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,BIHARIA,https://e.comunabiharia.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,BOROD,https://www.comunaborod.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,MUNICIPIUL BEIUS,https://www.primariabeius.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
BIHOR,BUNTESTI,https://e.comunabuntesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,CABESTI,https://cabesti-bh.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,CAMPANI,http://www.primariacomuneicimpani.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,CEFA,https://e.cefa-bh.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,COPACEL,http://www.copacel-bihor.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,CURATELE,https://e.curatele.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,CHISLAZ,http://chislaz.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
BIHOR,DRAGESTI,https://e.primariadragesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,FINIS,http://www.primariafinis.bihor.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,HOLOD,https://e.holod.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,INEU,https://e.ineu-bh.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,HIDISELU DE SUS,http://www.primaria-hidiseludesus.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,LUNCA,https://www.comunaluncabh.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,LAZURI DE BEIUS,https://e.lazuridebeius.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,MADARAS,https://e.madaras-bh.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,PALEU,https://e.paleu.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,CIUHOI,https://www.saniob.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.saniob.ro'. (_ssl.c:1016)"
BIHOR,POPESTI,http://comunapopesti-bh.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,POMEZEU,http://www.pomezeu.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,ROSIA,https://e.comunarosiabihor.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,SANNICOLAU ROMAN,http://e.sinnicolauroman.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,SARBI,http://www.primariasarbi.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,SINTEU,https://www.primariasinteu.bihor.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,SPINUS,http://www.primaria-spinus.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,SUNCUIUS,http://suncuius-bihor.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,TOBOLIU,https://e.toboliu.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,TULCA,http://www.primariatulca.bihor.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,VIISOARA,http://www.primariaviisoarabh.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BISTRITA-NASAUD,BUDESTI,https://comunabudesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BISTRITA-NASAUD,CHIOCHIS,https://www.chiochis.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,TARCEA,https://www.tarcea.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.tarcea.ro'. (_ssl.c:1016)"
BISTRITA-NASAUD,ILVA MARE,http://primariailvamare.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BISTRITA-NASAUD,PETRU RARES,https://www.primaria-petrurares.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BISTRITA-NASAUD,MILAS,http://comunamilas.ro/wp,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
BIHOR,ORAS VASCAU,https://www.primaria-vascau.ro,yes,,,no,unclear,unknown,,no,,,timed out
BISTRITA-NASAUD,ORAS SANGEORZ-BAI,http://www.singeorz-bai.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
BIHOR,BUDUSLAU,https://www.buduslau.ro,yes,,,no,unclear,unknown,,no,,,timed out
BISTRITA-NASAUD,SANMIHAIU DE CIMPIE,https://www.sinmihaiudecimpie.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,BUDUREASA,https://budureasa.ro,yes,,,no,unclear,unknown,,no,,,timed out
BIHOR,BULZ,https://www.comunabulz.ro,yes,,,no,unclear,unknown,,no,,,timed out
BIHOR,CAPALNA,http://www.primaria-capilnabh.ro,yes,,,no,unclear,unknown,,no,,,timed out
BISTRITA-NASAUD,SIEU-MAGHERUS,http://www.sieu-magherus.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,CHERECHIU,http://cherechiu.ro,yes,,,no,unclear,unknown,,no,,,timed out
BISTRITA-NASAUD,SPERMEZEU,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
BISTRITA-NASAUD,SILIVASU DE CIMPIE,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,CIUMEGHIU,http://www.comunaciumeghiu.ro,yes,,,no,unclear,unknown,,no,,,timed out
BIHOR,CURTUISENI,http://www.curtuiseni.ro,yes,,,no,unclear,unknown,,no,,,timed out
BIHOR,DOBRESTI,https://primdobresti.ro,yes,,,no,unclear,unknown,,no,,,timed out
BIHOR,DIOSIG,https://www.diosig.ro,yes,,,no,unclear,unknown,,no,,,timed out
BISTRITA-NASAUD,TEACA,http://www.primariateaca.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariateaca.ro'. (_ssl.c:1016)"
BISTRITA-NASAUD,MAGURA ILVEI,http://www.magurailvei.ro/ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
BIHOR,OLCEA,https://comunaolcea.ro,yes,,,no,unclear,unknown,,no,,,timed out
BIHOR,POCOLA,https://primariapocola.ro,yes,,,no,unclear,unknown,,no,,,timed out
BIHOR,HUSASAU DE TINCA,https://primariahusasaudetinca.ro,yes,,,no,unclear,unknown,,no,,,timed out
BOTOSANI,CORDARENI,http://cordareni.botosani.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,REMETEA,https://remetea-bh.ro,yes,,,no,unclear,unknown,,no,,,timed out
BOTOSANI,CRISTESTI,http://cristesti.botosani.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BOTOSANI,BALUSENI,https://www.primariabaluseni.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 409: Conflict
BIHOR,SACADAT,https://sacadat.ro,yes,,,no,unclear,unknown,,no,,,timed out
BIHOR,RABAGANI,http://rabagani.ro,yes,,,no,unclear,unknown,,no,,,The read operation timed out
BOTOSANI,HUDESTI,https://primariahudesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BOTOSANI,MUNICIPIUL BOTOSANI,https://www.primariabt.ro,yes,,,no,unclear,unknown,,no,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)
BOTOSANI,MIHAI EMINESCU,http://mihaieminescu.botosani.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BIHOR,VARCIOROG,https://comunavirciorog.ro,yes,,,no,unclear,unknown,,no,,,timed out
BOTOSANI,HLIPICENI,http://hlipiceni.botosani.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 500: Internal Server Error
BOTOSANI,MANOLEASA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
BOTOSANI,RIPICENI,http://www.comunaripiceni.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BOTOSANI,RAUSENI,http://rauseni.botosani.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BOTOSANI,ROMA,https://roma.botosani.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BOTOSANI,TUDORA,http://tudora.botosani.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BOTOSANI,ORAS FLAMANZI,http://www.primariaflamanzi.ro,yes,,,no,unclear,unknown,,no,,,timed out
BRASOV,CRIZBAV,http://new.comunacrizbav.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BRASOV,APATA,https://www.primaria-apata.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primaria-apata.ro'. (_ssl.c:1016)"
BRASOV,MUNICIPIUL BRASOV,https://www.brasovcity.ro,yes,,,no,unclear,unknown,,no,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1016)
BRASOV,CATA,https://www.comunacata.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunacata.ro'. (_ssl.c:1016)"
BRASOV,DRAGUS,https://www.comunadragus.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunadragus.ro'. (_ssl.c:1016)"
BRASOV,UNGRA,https://www.comunaungra.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BRASOV,RACOS,https://www.comunaracos.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunaracos.ro'. (_ssl.c:1016)"
BRASOV,TELIU,http://www.primariateliu.ro,yes,,,no,unclear,unknown,,no,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1016)
BRAILA,FRECATEI,http://www.primariafrecatei-braila.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BRASOV,TICUS,http://www.primaria-ticus.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primaria-ticus.ro'. (_ssl.c:1016)"
BRAILA,CIRESU,https://cjbraila.ro/dm/portal.nsf/AllByUNID/Prim%C4%83ria-Cire%C5%9Fu-00019506?OpenDocument,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
BRAILA,GEMENELE,https://cjbraila.ro/dm/portal.nsf/AllByUNID/Prim%C4%83ria-Gemenele-00019512?OpenDocument,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
BRAILA,VISANI,http://primariavisani.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,BALACEANU,http://www.comunabalaceanu.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,BUDA,http://www.comuna-buda.ro/2019,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,MUNICIPIUL BUZAU,https://primariabuzau.ro,yes,,,no,unclear,unknown,,no,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)
BRAILA,SALCIA TUDOR,https://www.salciatudor.ro,yes,,,no,unclear,unknown,,no,,,IncompleteRead(32643 bytes read)
BUZAU,COLTI,http://primariacolti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BRAILA,TUDOR VLADIMIRESCU,https://www.primariatudorvladimirescu-br.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,MARGARITESTI,https://primariamargaritesti.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,CATINA,http://www.primaria-catina.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 403: Forbidden
BUZAU,PANATAU,http://primariapanatau.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,PIETROASELE,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,SCORTOASA,https://primariascortoasa.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,STALPU,https://primariastilpu.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,SAHATENI,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,VERNESTI,https://primariavernesti.judet-buzau.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,VINTILA VODA,https://vintila-voda.judet-buzau.ro,no,,,no,unclear,unknown,,no,,,dns_failed
BUZAU,ZARNESTI,https://primariazarnesti.judet-buzau.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,BREBU,https://www.comunabrebu.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,BAUTAR,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,CICLOVA ROMANA,https://primariaciclovaromana.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,CIUCHICI,http://www.primaria-ciuchici.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,BREBU NOU,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,DOGNECEA,https://comunadognecea.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,DALBOSET,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,GORUIA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,LAPUSNICEL,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,FARLIUG,https://www.comuna-firliug.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comuna-firliug.ro'. (_ssl.c:1016)"
CARAS-SEVERIN,LUNCAVITA,http://www.luncavita.com,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
CARAS-SEVERIN,ORAS MOLDOVA NOUA,http://www.moldovanoua.com,yes,,,no,unclear,unknown,,no,,,timed out
CARAS-SEVERIN,RUSCA MONTANA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,ZAVOI,http://primariazavoi.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,SASCA MONTANA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
CARAS-SEVERIN,POJEJENA,https://www.primariapojejena.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariapojejena.ro'. (_ssl.c:1016)"
CARAS-SEVERIN,SICHEVITA,https://www.comunasichevita.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunasichevita.ro'. (_ssl.c:1016)"
CARAS-SEVERIN,SACU,https://www.comunasacu.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunasacu.ro'. (_ssl.c:1016)"
CARAS-SEVERIN,VALIUG,https://www.primaria-valiug.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primaria-valiug.ro'. (_ssl.c:1016)"
CALARASI,MANASTIREA,http://primariamanastirea.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CALARASI,MUNICIPIUL OLTENITA,https://www.primariaoltenita.ro,yes,,,no,unclear,unknown,,no,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)
CALARASI,TAMADAU MARE,http://www.primariatamadau.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CALARASI,NANA,http://www.primarianana.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
CALARASI,ULMU,http://ulmu.infoprimarie.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CALARASI,VALEA ARGOVEI,http://comunavaleaargovei.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CALARASI,STEFAN VODA,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
CLUJ,MUNICIPIUL GHERLA,http://www.gherla.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.gherla.ro'. (_ssl.c:1016)"
CLUJ,ASCHILEU,https://www.comunaaschileu.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.comunaaschileu.ro'. (_ssl.c:1016)"
CLUJ,BELIS,https://primariabelis.ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 410: Gone
CLUJ,BOBALNA,https://www.primariabobilna.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariabobilna.ro'. (_ssl.c:1016)"
CLUJ,BAISOARA,https://www.primariabaisoara.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariabaisoara.ro'. (_ssl.c:1016)"
CLUJ,CATCAU,https://www.primariacatcau.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariacatcau.ro'. (_ssl.c:1016)"
CLUJ,CATINA,https://www.primariacatina.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariacatina.ro'. (_ssl.c:1016)"
CARAS-SEVERIN,GRADINARI,https://www.gradinari-cs.ro,yes,,,no,unclear,unknown,,no,,,timed out
CLUJ,CORNESTI,http://primariacornesti.ro/ro,yes,,,no,unclear,unknown,,no,,,HTTP Error 404: Not Found
CLUJ,JICHISU DE JOS,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
CLUJ,MARGAU,https://N/A,no,,,no,unclear,unknown,,no,,,dns_failed
CLUJ,PLOSCOS,http://www.primariaploscos.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CLUJ,FRATA,https://www.primariafrata.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariafrata.ro'. (_ssl.c:1016)"
CLUJ,SANPAUL,http://www.sinpaul.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CLUJ,MOCIU,https://www.primariamociu.ro,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primariamociu.ro'. (_ssl.c:1016)"
CLUJ,VULTURENI,http://www.vultureni.ro,no,,,no,unclear,unknown,,no,,,dns_failed
CLUJ,PANTICEU,https://www.primaria-panticeu.ro/c,yes,,,no,unclear,unknown,,no,,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.primaria-panticeu.ro'. (_ssl.c:1016)"
